tweet,Airtel_Pos,Airtel_Neut,Airtel_Neg,Saf_Pos,Saf_Neut,Saf_Neg,clean_tweets
"@izkctm @Safaricom_Care Exactly that's what happened to me last year November, since then i adopted @AIRTEL_KE bund… https://t.co/892YT0df8Pb'@betikaKe Hope we are not chatting with a robot like safaricom Zuri I hate her so much \xf0\x9f\x92\xaf'",0,1,0,1,0,0,exactly happened last year november since adopted bund hope chatting robot like safaricom zuri hate much xf x f x xaf
@MaamaKampala21 what of that 90% of ur data frok airtel😂😂😂@hmmuigai Good morning. Kindly check DM. ^TL,0,1,0,1,0,0,ur data frok airtel good morning kindly check tl
@Airtel_Ug my swapped sim card 0708464098 doesnt receive messages and my mobile money is blocked@SafaricomFDN Another question can I register a safaricom sim card with a passport number,0,0,1,1,0,0,swapped sim card doesnt receive messages mobile money blocked another question register safaricom sim card passport number
"@RosemaryMutind7 Hi Rosemary , please DM transaction message , plus paybill used for follow up. ^Caro@Safaricom_Care @SafaricomPLC needs to say something about this Sim swap fraud.",1,0,0,0,0,1,rosemary please transaction message plus paybill used follow needs say something sim swap fraud
"Am Using @Airtel_Ug  super 4G internet Hea in My village Rwampara..... Wat about u? 
FOLLOW ME, I FOLLOW BACK IMMEDIATELY@KarisDavid Hello David. Apologies for the delayed response. We will respond to your DM shortly. ^RO",1,0,0,0,0,1,super g internet hea village rwampara wat u follow follow back immediately hello david apologies delayed response respond shortly ro
"@Airtel_Ug have never ever complained, but this weekend, your internet has been wack. Too slow, am even getting frustrated 🤦🏽‍♀️🤦🏽‍♀️@Nikkitontelle_ @Safaricom_Care Please fix this Mshwari issues. Some of us have money in there and can't access any… https://t.co/B57NWMnTwo",0,0,1,1,0,0,never ever complained weekend internet wack slow even getting frustrated please fix mshwari issues money access
"@musembifrance5 Yes Musembi. ^JamoSafaricom tweet in Shembeteng breaks the net
https://t.co/27UQf67WRo",1,0,0,0,1,0,jamosafaricom tweet shembeteng breaks net
@AhmedMarsha @OfficialFUFA @Airtel_Ug @fufatv1 @USPAmedia Ahmed yesterday I missed yo program on cbs and so didn't… https://t.co/3ystBQflix@Safaricom_Care @october_sunrise By dialing *100*100# am i protected from being sim swap by fradusters  or its only… https://t.co/S8MQ03iGEP,0,0,1,1,0,0,ahmed yesterday missed yo program cbs dialing protected sim swap fradusters
@AIRTEL_KE You are always confused@__Safaricom_Ke Done,0,0,1,0,1,0,always confused done
"b'@skaroko @kinjeketile After that Gachagua kill Safaricom fake story\xe2\x80\xa6.you never know!'@Airtel_Ug I sent money to a wrong Tanzanian  number my number is 0756453368 wrong +255 783 317316
and intended num… https://t.co/h7lJASE2X4",0,0,1,0,0,1,b gachagua kill safaricom fake story xe x xa never know sent money wrong tanzanian number number wrong intended num
"@AIRTEL_KE this airtel tv only data is  a scam,  https://t.co/Oy6nfUIFq7@Lil_Aziiz @nickrivals @SafaricomPLC 😂😂😂aziza lilian kila msee anajua unategemea dear ya safaricom😂",0,0,1,1,0,0,airtel tv data scam aziza lilian kila msee anajua unategemea dear safaricom
@mmutile Please visit our Imara Shop for the replacement.^CaroHi @Safaricom_Care Does this originate from you??  https://t.co/VnCIvDSuig,1,0,0,0,1,0,please visit imara shop replacement carohi originate
"@NgobokR Hello @NgobokR,
No it is not, but you can use Airtel minutes to call and its open from 7AM-10PM. Alternati… https://t.co/LsgXZhnv51b""@PhilipRymax10 I don't even understand how you support them. Moi did the same when he took business belonging to Ki\xe2\x80\xa6 https://t.co/66v1M2PE3h""",0,0,1,1,0,0,hello use airtel minutes call open pm alternati even understand support moi took business belonging ki xe x xa
@Elizabe49461454 Click https://t.co/9MustlcfyC to update your SIM registration details by uploading a clear  pictur… https://t.co/y88jgmgTAP@Safaricom_Care Oya is vipi Safaricom. Bought data 2 times na hakuna ile imeingia kwa simu. What's up? And the money has been deducted.,1,0,0,0,1,0,click update sim registration details uploading clear pictur oya vipi safaricom bought data times hakuna ile imeingia simu money deducted
Is this true or false?? Let's share our experience with @AIRTEL_KE  Karua Uhuru Gardens Kalonzo yUDA Kenya Kwanza WhatsApp Waiguru Naivas Amerix Gachagua Kajiado Kitale Safaricom Bonface Mwangi Pandora Mudavadi ODM Arror and Kimwarer Uhuru Ruto Madharau EACC Oparanya #Azimio  https://t.co/w3R1E4fbqi@GunnerAfrican @RodgersKipembe Presidential debates will be watched whether Ruto participates in them or not. Kenyans watch American Presidential debates and elections throughout without Safaricom putting a dime on them.,1,0,0,0,1,0,true false let share experience karua uhuru gardens kalonzo yuda kenya kwanza whatsapp waiguru naivas amerix gachagua kajiado kitale safaricom bonface mwangi pandora mudavadi odm arror kimwarer uhuru ruto madharau eacc oparanya azimio presidential debates watched whether ruto participates kenyans watch american presidential debates elections throughout without safaricom putting dime
"@Airtel_Ug Stop those promotions ending on Sunday night. Please stop. Communication deserves fairness.@sipei_jim @sipei_jim Hi Jim, do not share any personal information about your line like PIN, Usage etc. If you are… https://t.co/THWwUjsHGA",0,0,1,1,0,0,stop promotions ending sunday night please stop communication deserves fairness jim share personal information line like pin usage etc
"@N6bZxjCTsw55IJt Hello, what is it asking? DM your number,name and id number we check and advise. ^OGb'@koko_mitei Welcome. ^Caro'",1,0,0,1,0,0,hello asking number name id number check advise ogb welcome
@AIRTEL_KE how I'm I supposed to select the 1 hour data offers when selection appears like this???nkt https://t.co/dX5DxivQMP@Safaricom_Care wadau LOS just now.,0,0,1,0,1,0,supposed select hour data offers selection appears like nkt wadau los
"b'Vile #Mpesa inachugulia @AIRTEL_KE  wakitesa watu ku load credit for over a decade \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/heTWtNNXJy'@kiongozi_G Hello, We are checking. ^TL",0,0,1,0,1,0,b vile mpesa inachugulia wakitesa watu ku load credit decade xf x f x x xf x f x x xf x f x x hello checking tl
"Safaricom's M-Pesa, Visa ""launched a virtual payment card on Thursday in a bid to capture some of the continent's $40 billion-a-year subscriptions market.""  https://t.co/TDcLcibR9c@AIRTEL_KE Please expedite",1,0,0,1,0,0,safaricom pesa visa launched virtual payment card thursday bid capture continent billion year subscriptions market please expedite
"Infact you should thank safaricom for calling you dear everyday , something you lack🤸🤸@MBright256 @Airtel_Ug Thanks @Airtel_Ug Am greatful. Your The BEST IN EVERYTHING",1,0,0,1,0,0,infact thank safaricom calling dear everyday something lack thanks greatful best everything
How to get Airtel 4G Pocket WiFi and Bundle Rates 2022 https://t.co/3e7yN5DTl8b'RT @Gitahigw: Genesis 11:1-9 the Tower of Babel. And the Lord confused their language so that they could not understand one another.\n\nRuto\xe2\x80\xa6',0,1,0,0,0,1,get airtel g pocket wifi bundle rates genesis tower babel lord confused language could understand one another n nruto xe x xa
"Airtel Uganda revises Tugabane. Now can connect up to four users https://t.co/zup47zwLM7b'@omwambaKE Late last year, I went to @SafaricomPLC  @Safaricom_Care and explained to them. They cleared the loans f\xe2\x80\xa6 https://t.co/7dYO7r4RFN'",0,1,0,1,0,0,airtel uganda revises tugabane connect four users late last year went explained cleared loans f xe x xa
@NotJustOkVC @Safaricom_Care Kula block@mwandokamau @AIRTEL_KE I swear,0,0,1,0,0,1,kula block swear
@Safaricom_Care kindly check my network it's not working... imagine I am on airtel network just to tweet u😡😡😡,0,0,1,1,0,0,kindly check network working imagine airtel network tweet u
"b'Safeboda, Airtel &amp; MTN\n\nStop spamming us with your unbecoming marketing messages'@Safaricom_Care check dm tafadhali",0,0,1,0,1,0,b safeboda airtel amp mtn n nstop spamming unbecoming marketing messages check tafadhali
"@Safaricom_Care And I asked, what was it I signed up for last month then? I did and I picked the package and that's how I was signed up! @SafaricomPLC jesus christ you guys are annoying@AshabaZion @CaptainEveee @BakigaNation maybe on 0789828978 cz i lost my airtel",0,0,1,0,0,1,asked signed last month picked package signed jesus christ annoying maybe cz lost airtel
"@Airtel_Ug Why are your daily bundles still high on airteland his line was registered under ""Safaricom Customer Care"" and he walked me through the process of reversals guiding me on some codes to enter. the next thing i knew i got an mpesa message that 20k had been debited from my account and paid to someone called",0,1,0,1,0,0,daily bundles still high airteland line registered safaricom customer care walked process reversals guiding codes enter next thing knew mpesa message k debited account paid someone called
@DStvUganda why am I finding difficulty in paying my subscription using @Airtel_Ug ?@RoyWahome @Mercynicky_ @SafaricomPLC @Safaricom_Care Ilikua ya nini?,0,0,1,0,1,0,finding difficulty paying subscription ilikua nini
"Manze Furaha 🥳🥳... juu sasa Till ni Till😌
Guys you can now pay for your products or services through Mpesa Till reg… https://t.co/s6uyxW4lG8Even if @Safaricom rings me i never answer even for an Mpesa reversal...just wait till they do it;)",0,0,1,0,1,0,manze furaha juu sasa till till pay products services mpesa till reg rings never answer even mpesa reversal wait till
"b'For those who want to send in their donations via MoMo or Airtel money can use this short code *777*77*200237#, and\xe2\x80\xa6 https://t.co/A4TdaBlVLi'@WacheraMartin Sorry currently not available on the LNM App. ^MM",1,0,0,0,0,1,b want send donations via momo airtel money use short code xe x xa sorry currently available lnm app mm
@AIRTEL_KE Your DM isn't open@JohnKamauJK @JohnKamauJK We appreciate your feedback John &amp; will be looked into.    ^PI,0,1,0,1,0,0,open appreciate feedback john amp looked pi
"@AIRTEL_KE I keep getting annoying ads from various shortcodes. One of them being ktell. The instructions they give of stopping doesn't work. How can I effectively stop this. Also, this line was acquired around January but ads are so much.@Kevlan_ The MPesa App. (Not on My Safaricom)",0,0,1,0,1,0,keep getting annoying ads various shortcodes one ktell instructions give stopping work effectively stop also line acquired around january ads much mpesa app safaricom
@PrinceRaymondke @AIRTEL_KE You mean your sim2 isn't working anymore 😂@miss_mumbz @Safaricom_Care @SafaricomPLC That's the part that scared me. If his case was ignored the rest of us or… https://t.co/eamUm3aXjp,0,1,0,0,0,1,mean sim working anymore part scared case ignored rest
"@mmnjug @KenyaAirways @SafaricomPLC @khusoko @Le_Butter_Fly @SeweS_ @bankelele @mutindah @ke_aviation Aki who are these that are employed at airtel surely? Even such low hanging fruits...???@OtienoEdwin16 Hi Edwin, we are committed to enhancing network coverage across the country to serve you better . Please DM us more details on your number , affected service , nearest landmark and our team will look into it . ^Caro",1,0,0,1,0,0,aki employed airtel surely even low hanging fruits edwin committed enhancing network coverage across country serve better please details number affected service nearest landmark team look
"@Safaricom5care @pmmburu Mungai. This safaricom care are scammers be careful.@obareh Hello Obareh,apologies for any inconveniences caused.Please note your issue under Case C43450097 which you… https://t.co/cViZv2FPvM",1,0,0,1,0,0,mungai safaricom care scammers careful hello obareh apologies inconveniences caused please note issue case c
"@drwatooro @melvinnasasira Lycamobile should be an option. Ever since I started using it, it's made me forget all t… https://t.co/pFSj04JKKNICYMI: @KenyaAirways has gone cashless at both Mombasa and Kisumu international airports and will only take in cards and @SafaricomPLC's M-Pesa.  https://t.co/k8dDZmviII via @khusoko  https://t.co/y4cuaWGCCt",0,0,1,0,1,0,lycamobile option ever since started made forget gone cashless mombasa kisumu international airports take cards pesa via
b'@CaptWanderiCFE @Safaricom_Care @AIRTEL_KE @KeEquityBank do you have safeguards against this?'I feel betrayed by @SafaricomPLC 1GB data for 1 hour. What happened to your 4G speeds? A whole hour and not even 20… https://t.co/PWvTTkf1dM,1,0,0,0,0,1,b safeguards feel betrayed gb data hour happened g speeds whole hour even
"@CaptWanderiCFE @Safaricom_Care @AIRTEL_KE @KeEquityBank do you have safeguards against this?@Safaricom_Care “service” is down, avoid buying data via M-PESA, money is deducted and no DATA (MB/GB) given!!!!",1,0,0,0,0,1,safeguards service avoid buying data via pesa money deducted data mb gb given
"b'@Airtel_Ug  please I kindly communicate to you requesting to know how long 5GB  of data should take.  On Wednesday\xe2\x80\xa6 https://t.co/kXqKtNfA6k'@sir_madvd @Osama_otero @SafaricomPLC @Safaricom_Care Haya over to you @PeterNdegwa_   ""wakili, a quick one"":   What measures are you taking to counter SIM swap fraud?   What does *100*100# do?",1,0,0,0,0,1,b please kindly communicate requesting know long gb data take wednesday xe x xa haya wakili quick one measures taking counter sim swap fraud
